245, 289
246, 775
247, 993
248, 243
249, 476
250, 834
251, 770
252, 437
253, 368
254, 572
255, 451
256, 420
257, 690
258, 299
259, 692
260, 847
261, 710
262, 267
263, 973
264, 873
265, 952
266, 910
267, 540
268, 589
269, 412
270, 278
271, 439
272, 961
273, 368
274, 354
275, 753
276, 613
277, 354
278, 807
279, 619
280, 842
281, 284
282, 784
283, 991
284, 446
285, 266
286, 929
287, 438
288, 998
289, 714
290, 668
291, 439
292, 854
293, 770
294, 271
295, 891
296, 501
297, 741
298, 242
299, 352
300, 895
301, 241
302, 736
303, 497
304, 510
305, 692
306, 469
307, 893
308, 857
309, 569
310, 798
311, 911
312, 807
313, 224
314, 218
315, 638
316, 371
317, 462
318, 523
319, 281
320, 379
321, 760
322, 861
323, 767
324, 497
325, 512
326, 855
327, 752
328, 846
329, 928
330, 553
331, 212
332, 726
333, 533
334, 797
335, 897
336, 613
337, 684
338, 281
339, 923
340, 325
341, 236
342, 429
343, 925
344, 252
345, 977
346, 631
347, 764
348, 307
349, 669
350, 946
351, 704
352, 840
353, 319
354, 980
355, 214
356, 897
357, 282
358, 687
359, 488
360, 451
361, 990
362, 627
363, 368
364, 551
365, 459
366, 438
367, 358
368, 673
369, 512
370, 526
371, 226
372, 526
373, 577
374, 435
375, 954
376, 797
377, 513
378, 821
379, 871
380, 788
381, 438
382, 730
383, 777
384, 459
385, 333
386, 298
387, 202
388, 572
389, 917
390, 377
391, 210
392, 473
393, 245
394, 319
395, 686
396, 805
397, 655
398, 916
399, 790
400, 984
401, 265
402, 998
403, 913
404, 855
405, 998
406, 936
407, 831
408, 340
409, 731
410, 861
411, 730
412, 618
413, 548
414, 498
415, 259
416, 961
417, 936
418, 221
419, 797
420, 345
421, 741
422, 513
423, 573
424, 976
425, 719
426, 327
427, 933
428, 894
429, 443
430, 628
431, 676
432, 844
433, 394
434, 371
435, 271
436, 369
437, 584
438, 224
439, 314
440, 271
441, 893
442, 560
443, 342
444, 615
445, 495
446, 245
447, 937
448, 427
449, 674
450, 243
451, 667
452, 278
453, 707
454, 514
455, 366
456, 281
457, 323
458, 903
459, 847
460, 230
461, 527
462, 647
463, 498
464, 239
465, 425
466, 945
467, 378
468, 948
469, 681
470, 602
471, 365
472, 563
473, 816
474, 807
475, 652
476, 546
477, 829
478, 754
479, 539
480, 634
481, 651
482, 331
483, 811
484, 433
485, 954
486, 792
487, 314
488, 668
489, 438
490, 560
491, 671
492, 940
493, 456
494, 484
495, 647
496, 275
497, 333
498, 439
499, 255
500, 541
501, 726
502, 293
503, 611
504, 405
505, 425
506, 390
507, 606
508, 302
509, 430
510, 518
511, 588
512, 921
513, 358
514, 304
515, 400
516, 726
517, 838
518, 559
519, 323
520, 851
521, 298
522, 734
523, 254
524, 515
525, 771
526, 507
527, 589
528, 309
529, 516
530, 520
531, 931
532, 745
533, 372
534, 337
535, 223
536, 854
537, 299
538, 769
539, 588
540, 432
541, 988
542, 857
543, 817
544, 795
545, 664
546, 576
547, 241
548, 763
549, 938
550, 241
551, 754
552, 533
553, 598
554, 446
555, 543
556, 343
557, 508
558, 552
559, 213
560, 522
561, 674
562, 309
563, 479
564, 688
565, 559
566, 804
567, 412
568, 968
569, 594
570, 327
571, 243
572, 352
573, 918
574, 653
575, 297
576, 964
577, 749
578, 988
579, 427
580, 351
581, 819
582, 289
583, 432
584, 618
585, 237
586, 269
587, 942
588, 488
589, 213
590, 950
591, 838
592, 254
593, 792
594, 320
595, 736
596, 446
597, 899
598, 313
599, 332
600, 957
601, 356
602, 875
603, 986
604, 216
605, 803
606, 978
607, 225
608, 253
609, 980
610, 665
611, 406
612, 213
613, 751
614, 939
615, 830
616, 436
617, 988
618, 969
619, 676
620, 905
621, 239
622, 445
623, 208
624, 653
625, 656
626, 683
627, 945
628, 811
629, 701
630, 994
631, 722
632, 698
633, 502
634, 637
635, 350
636, 245
637, 496
638, 226
639, 709
640, 454
641, 338
642, 657
643, 947
644, 464
645, 996
646, 510
647, 584
648, 623
649, 588
650, 928
651, 719
652, 421
653, 987
654, 490
655, 986
656, 905
657, 702
658, 906
659, 764
660, 879
661, 671
662, 878
663, 465
664, 972
665, 980
666, 903
667, 447
668, 782
669, 226
670, 874
671, 656
672, 724
673, 597
674, 544
675, 994
676, 477
677, 405
678, 567
679, 825
680, 279
681, 767
682, 498
683, 380
684, 858
685, 698
686, 514
687, 626
688, 613
689, 884
690, 375
691, 490
692, 658
693, 724
694, 518
695, 752
696, 271
697, 617
698, 485
699, 943
700, 467
701, 334
702, 629
703, 421
704, 877
705, 339
706, 656
707, 347
708, 711
709, 418
710, 241
711, 383
712, 746
713, 227
714, 683
715, 447
716, 572
717, 303
718, 762
719, 246
720, 788
721, 288
722, 417
723, 347
724, 734
725, 682
726, 494
727, 237
728, 554
729, 419
730, 428
731, 347
732, 853
733, 229
734, 653
735, 493
736, 286
737, 955
738, 584
739, 872
740, 598
741, 876
742, 498
743, 806
744, 620
745, 924
746, 308
747, 452
748, 629
749, 546
750, 541
751, 947
752, 363
753, 753
754, 780
755, 700
756, 726
757, 689
758, 926
759, 291
760, 543
761, 732
762, 464
763, 850
764, 842
765, 818
766, 840
767, 465
768, 957
769, 733
770, 831
771, 634
772, 811
773, 832
774, 930
775, 817
776, 716
777, 874
778, 672
779, 698
780, 559
781, 303
782, 553
783, 334
784, 815
785, 262
786, 725
787, 988
788, 808
789, 885
790, 213
791, 702
792, 397
793, 781
794, 334
795, 684
796, 500
797, 714
798, 223
799, 451
800, 824
801, 511
802, 496
803, 226
804, 346
805, 988
806, 642
807, 858
808, 849
809, 946
810, 201
811, 707
812, 526
813, 367
814, 286
815, 747
816, 388
817, 445
818, 844
819, 492
820, 383
821, 562
822, 323
823, 871
824, 986
825, 658
826, 455
827, 282
828, 868
829, 482
830, 770
831, 216
832, 226
833, 777
834, 524
835, 630
836, 821
837, 428
838, 264
839, 919
840, 392
841, 932
842, 593
843, 979
844, 280
845, 374
846, 951
847, 801
848, 666
849, 663
850, 695
851, 317
852, 495
853, 810
854, 233
855, 452
856, 604
857, 621
858, 845
859, 677
860, 579
861, 372
862, 925
863, 344
864, 288
865, 341
866, 580
867, 700
868, 334
869, 553
870, 454
871, 757
872, 344
873, 468
874, 509
875, 610
876, 822
877, 992
878, 358
879, 353
880, 924
881, 513
882, 407
883, 755
884, 481
885, 985
886, 708
887, 484
888, 469
889, 446
890, 720
891, 975
892, 313
893, 537
894, 820
895, 518
896, 362
897, 392
898, 599
899, 627
900, 322
901, 896
902, 945
903, 934
904, 788
905, 252
906, 504
907, 743
908, 662
909, 945
910, 581
911, 767
912, 969
913, 599
914, 796
915, 874
916, 730
917, 941
918, 396
919, 452
920, 808
921, 246
922, 349
923, 910
924, 669
925, 447
926, 497
927, 655
928, 496
929, 585
930, 581
931, 242
932, 213
933, 734
934, 649
935, 470
936, 462
937, 316
938, 622
939, 966
940, 784
941, 812
942, 465
943, 588
944, 730
945, 233
946, 606
947, 383
948, 881
949, 805
950, 977
951, 655
952, 552
953, 889
954, 802
955, 748
956, 326
957, 434
958, 848
959, 873
960, 390
961, 574
962, 204
963, 667
964, 754
965, 309
966, 984
967, 486
968, 797
969, 515
970, 884
971, 983
972, 495
973, 954
974, 717
975, 809
976, 713
977, 536
978, 946
979, 545
980, 645
981, 530
982, 241
983, 277
984, 204
985, 432
986, 448
987, 355
988, 300
989, 928
990, 406
991, 892
992, 358
993, 543
994, 961
995, 922
996, 921
997, 306
998, 812
999, 621
1000, 416
0, 3000
